id,アンケートID,案件名,回答者ID,完了フラグ,端末種類,性別,年齢,年代別,居住地,職業,できるだけ、地元でとれた野菜や果物を買いたいと思う。,地元の農家や生産者を応援できる商品に、特に魅力を感じる。,スーパーや店では、自分の住んでいる地域で生産された農産物かどうかを気にして選ぶことが多い。,地元の直売所や朝市での買い物には、価格以上の価値があると思う。,飲食店を選ぶとき、地元食材を使っているかどうかを重視したい。,少し高くても、環境に配慮して生産された農産物を選びたい。,できるだけ、プラスチック包装が少ない商品を選びたい。,食品ロス（食べ残しや賞味期限切れ）を減らすよう、普段から意識している。,将来の世代のために、環境負荷の少ない商品を選ぶべきだと思う。,児童労働のない生産体制で作られた商品を、できるだけ選びたい。,フェアトレードなど、生産者に適正な対価が支払われる仕組みの商品を選びたい。,働く人の人権や労働環境に配慮した企業の商品を優先的に買いたい。,農薬や化学肥料をできるだけ使っていない農産物を選びたい。,"生産者の顔やメッセージが表示されている農産物だと、より安心できる。",産地や生産方法の情報が明確な農産物を選びたい,同じような商品なら、環境や地域への配慮よりも、まず価格の安さで選びたい。,環境や労働倫理に配慮した商品であっても、普通の商品より高いと、あまり買う気にならない。,"環境や労働倫理に配慮した商品は、味や性能が劣るおそれがあるので、少し慎重になってしまう。",多少の不便があっても、環境や人、地域に配慮した選択をしたいと思う。,"環境や倫理に配慮した商品を選ぶことは、自分の生き方や価値観を表現することだと思う。",地元産や環境にやさしい商品を、家族や友人にも勧めたいと思う。,あなたの年齢について教えてください。,あなたの性別について教えてください
39204756,790233,FA_Toyo25,39204756,1,PC,女性,60,６０代,千葉県,専業主婦・主夫,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思わない,そう思わない,60代以上,女性
39204787,790233,FA_Toyo25,39204787,1,SP,女性,50,５０代,東京都,その他の職業,とてもそう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思わない,どちらともいえない,そう思わない,そう思う,そう思う,そう思う,50代,女性
39204788,790233,FA_Toyo25,39204788,1,PC,男性,66,６０代,埼玉県,会社勤務（一般社員）,そう思う,そう思う,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,そう思う,とてもそう思う,そう思う,そう思わない,とてもそう思う,とてもそう思う,そう思わない,そう思う,どちらともいえない,とてもそう思う,とてもそう思う,どちらともいえない,そう思わない,まったくそう思わない,どちらともいえない,60代以上,男性
39204802,790233,FA_Toyo25,39204802,1,SP,男性,44,４０代,大阪府,自営業（商工サービス）,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,40代,男性
39204810,790233,FA_Toyo25,39204810,1,SP,女性,18,１５歳以上,神奈川県,学生,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思わない,そう思う,そう思わない,そう思う,10代または10代以下,女性
39204906,790233,FA_Toyo25,39204906,1,SP,男性,69,６０代,愛知県,会社経営（経営者・役員）,そう思う,そう思う,どちらともいえない,そう思わない,そう思わない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,60代以上,男性
39204927,790233,FA_Toyo25,39204927,1,SP,女性,29,２０代,神奈川県,会社勤務（一般社員）,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,30代,女性
39204946,790233,FA_Toyo25,39204946,1,SP,女性,42,４０代,愛知県,パート・アルバイト,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思わない,どちらともいえない,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,とてもそう思う,そう思わない,どちらともいえない,そう思わない,そう思わない,40代,女性
39204952,790233,FA_Toyo25,39204952,1,SP,女性,66,６０代,広島県,無職,どちらともいえない,どちらともいえない,まったくそう思わない,そう思わない,そう思わない,まったくそう思わない,とてもそう思う,とてもそう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,まったくそう思わない,そう思わない,とてもそう思う,とてもそう思う,そう思う,まったくそう思わない,どちらともいえない,まったくそう思わない,60代以上,女性
39204982,790233,FA_Toyo25,39204982,1,SP,女性,35,３０代,東京都,会社勤務（一般社員）,どちらともいえない,そう思う,そう思わない,そう思う,まったくそう思わない,どちらともいえない,まったくそう思わない,とてもそう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,まったくそう思わない,そう思わない,どちらともいえない,どちらともいえない,30代,女性
39204991,790233,FA_Toyo25,39204991,1,PC,女性,42,４０代,福岡県,パート・アルバイト,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,40代,女性
39204998,790233,FA_Toyo25,39204998,1,PC,女性,54,５０代,神奈川県,会社勤務（管理職）,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,50代,女性
39205009,790233,FA_Toyo25,39205009,1,PC,男性,70,７０歳以上,神奈川県,無職,とてもそう思う,とてもそう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,そう思う,とてもそう思う,そう思う,どちらともいえない,そう思う,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,60代以上,男性
39205031,790233,FA_Toyo25,39205031,1,SP,男性,19,１５歳以上,千葉県,学生,そう思わない,そう思わない,そう思わない,そう思わない,そう思わない,そう思わない,まったくそう思わない,どちらともいえない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,20代,男性
39205036,790233,FA_Toyo25,39205036,1,PC,男性,53,５０代,福岡県,専門職（医師等の医療関連の専門職）,どちらともいえない,どちらともいえない,そう思わない,そう思わない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思わない,そう思わない,そう思わない,50代,男性
39205037,790233,FA_Toyo25,39205037,1,SP,女性,17,１５歳以上,茨城県,学生,どちらともいえない,どちらともいえない,まったくそう思わない,そう思わない,そう思わない,まったくそう思わない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,10代または10代以下,女性
39205038,790233,FA_Toyo25,39205038,1,PC,女性,45,４０代,埼玉県,パート・アルバイト,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,40代,女性
39205063,790233,FA_Toyo25,39205063,1,SP,男性,22,２０代,大阪府,学生,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,まったくそう思わない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思わない,そう思う,どちらともいえない,そう思う,そう思う,そう思わない,どちらともいえない,どちらともいえない,30代,女性
39205070,790233,FA_Toyo25,39205070,1,SP,男性,18,１５歳以上,神奈川県,学生,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,10代または10代以下,男性
39205090,790233,FA_Toyo25,39205090,1,SP,男性,26,２０代,富山県,会社勤務（管理職）,どちらともいえない,そう思わない,そう思わない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,50代,男性
39205110,790233,FA_Toyo25,39205110,1,PC,女性,50,５０代,茨城県,パート・アルバイト,そう思わない,どちらともいえない,そう思わない,そう思う,そう思わない,そう思わない,どちらともいえない,とてもそう思う,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,50代,女性
39205112,790233,FA_Toyo25,39205112,1,PC,男性,39,３０代,奈良県,無職,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,とてもそう思う,どちらともいえない,まったくそう思わない,まったくそう思わない,まったくそう思わない,30代,男性
39205114,790233,FA_Toyo25,39205114,1,SP,男性,19,１５歳以上,埼玉県,学生,とてもそう思う,とてもそう思う,どちらともいえない,そう思う,そう思わない,そう思わない,そう思う,とてもそう思う,そう思う,まったくそう思わない,まったくそう思わない,どちらともいえない,まったくそう思わない,そう思わない,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,どちらともいえない,そう思う,10代または10代以下,男性
39205115,790233,FA_Toyo25,39205115,1,SP,女性,21,２０代,北海道,会社勤務（一般社員）,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,そう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,10代または10代以下,女性
39205169,790233,FA_Toyo25,39205169,1,SP,女性,27,２０代,鹿児島県,無職,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,20代,女性
39205191,790233,FA_Toyo25,39205191,1,SP,男性,68,６０代,北海道,その他の職業,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思わない,そう思わない,そう思わない,そう思う,そう思う,そう思う,60代以上,男性
39205193,790233,FA_Toyo25,39205193,1,PC,女性,25,２０代,北海道,会社勤務（一般社員）,そう思う,そう思う,どちらともいえない,そう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,20代,女性
39205225,790233,FA_Toyo25,39205225,1,SP,女性,35,３０代,福岡県,会社勤務（一般社員）,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,30代,女性
39205240,790233,FA_Toyo25,39205240,1,SP,女性,72,７０歳以上,埼玉県,無職,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,とてもそう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,とてもそう思う,どちらともいえない,50代,女性
39205250,790233,FA_Toyo25,39205250,1,PC,女性,42,４０代,埼玉県,派遣社員・契約社員,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,とてもそう思う,そう思う,そう思う,どちらともいえない,そう思う,30代,女性
39205253,790233,FA_Toyo25,39205253,1,SP,男性,21,２０代,群馬県,その他の職業,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,20代,男性
39205268,790233,FA_Toyo25,39205268,1,SP,女性,29,２０代,福岡県,会社勤務（一般社員）,そう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,20代,女性
39205273,790233,FA_Toyo25,39205273,1,SP,男性,28,２０代,広島県,会社勤務（一般社員）,まったくそう思わない,まったくそう思わない,そう思わない,まったくそう思わない,まったくそう思わない,そう思わない,まったくそう思わない,そう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,50代,女性
39205276,790233,FA_Toyo25,39205276,1,PC,女性,18,１５歳以上,北海道,学生,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,20代,女性
39205284,790233,FA_Toyo25,39205284,1,SP,女性,75,７０歳以上,兵庫県,無職,そう思う,そう思う,そう思う,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,そう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,まったくそう思わない,まったくそう思わない,60代以上,女性
39205292,790233,FA_Toyo25,39205292,1,PC,男性,41,４０代,福島県,自営業（商工サービス）,とてもそう思う,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,まったくそう思わない,どちらともいえない,とてもそう思う,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,とてもそう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,40代,男性
39205314,790233,FA_Toyo25,39205314,1,SP,男性,57,５０代,東京都,会社勤務（一般社員）,そう思う,どちらともいえない,そう思わない,そう思う,どちらともいえない,そう思わない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,50代,男性
39205353,790233,FA_Toyo25,39205353,1,SP,女性,26,２０代,香川県,公務員・教職員･非営利団体職員,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,20代,女性
39205355,790233,FA_Toyo25,39205355,1,SP,女性,17,１５歳以上,神奈川県,学生,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,とてもそう思う,どちらともいえない,そう思う,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,10代または10代以下,女性
39205361,790233,FA_Toyo25,39205361,1,PC,女性,71,７０歳以上,愛知県,無職,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思わない,どちらともいえない,どちらともいえない,そう思う,60代以上,女性
39205363,790233,FA_Toyo25,39205363,1,SP,女性,41,４０代,富山県,パート・アルバイト,そう思う,そう思う,そう思わない,そう思う,そう思わない,そう思う,そう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,40代,女性
39205369,790233,FA_Toyo25,39205369,1,SP,女性,40,４０代,群馬県,パート・アルバイト,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,そう思わない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,40代,女性
39205380,790233,FA_Toyo25,39205380,1,SP,男性,29,２０代,千葉県,会社勤務（一般社員）,そう思う,そう思う,そう思わない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,50代,男性
39205399,790233,FA_Toyo25,39205399,1,SP,女性,25,２０代,北海道,派遣社員・契約社員,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,20代,女性
39205406,790233,FA_Toyo25,39205406,1,SP,女性,28,２０代,北海道,パート・アルバイト,そう思う,そう思う,そう思わない,そう思う,そう思わない,そう思わない,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,50代,女性
39205428,790233,FA_Toyo25,39205428,1,PC,女性,58,５０代,東京都,専業主婦・主夫,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,そう思わない,そう思わない,どちらともいえない,そう思う,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,50代,女性
39205468,790233,FA_Toyo25,39205468,1,SP,男性,47,４０代,広島県,会社勤務（管理職）,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,とてもそう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,そう思う,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,40代,男性
39205482,790233,FA_Toyo25,39205482,1,SP,女性,51,５０代,埼玉県,パート・アルバイト,とてもそう思う,とてもそう思う,どちらともいえない,とてもそう思う,とてもそう思う,そう思う,どちらともいえない,とてもそう思う,とてもそう思う,そう思わない,どちらともいえない,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,どちらともいえない,とてもそう思う,とてもそう思う,とてもそう思う,50代,女性
39205531,790233,FA_Toyo25,39205531,1,PC,女性,49,４０代,京都府,会社勤務（一般社員）,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,40代,女性
39205548,790233,FA_Toyo25,39205548,1,SP,男性,50,５０代,石川県,派遣社員・契約社員,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,とてもそう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,50代,男性
39205551,790233,FA_Toyo25,39205551,1,SP,女性,49,４０代,愛媛県,パート・アルバイト,そう思う,そう思う,とてもそう思う,とてもそう思う,どちらともいえない,どちらともいえない,どちらともいえない,とてもそう思う,そう思う,そう思う,そう思う,どちらともいえない,とてもそう思う,そう思わない,そう思う,どちらともいえない,どちらともいえない,そう思わない,そう思わない,そう思わない,そう思わない,40代,女性
39205576,790233,FA_Toyo25,39205576,1,PC,男性,23,２０代,福岡県,学生,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,20代,男性
39205590,790233,FA_Toyo25,39205590,1,SP,女性,51,５０代,北海道,専業主婦・主夫,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,そう思わない,そう思わない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,50代,女性
39205596,790233,FA_Toyo25,39205596,1,SP,女性,27,２０代,栃木県,会社勤務（一般社員）,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,20代,女性
39205658,790233,FA_Toyo25,39205658,1,SP,男性,16,１５歳以上,北海道,学生,どちらともいえない,そう思う,そう思う,とてもそう思う,そう思わない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,そう思わない,そう思わない,そう思う,とてもそう思う,そう思わない,そう思う,そう思わない,そう思わない,どちらともいえない,とてもそう思う,そう思わない,どちらともいえない,10代または10代以下,男性
39205692,790233,FA_Toyo25,39205692,1,SP,女性,19,１５歳以上,神奈川県,学生,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,10代または10代以下,女性
39205710,790233,FA_Toyo25,39205710,1,SP,男性,18,１５歳以上,群馬県,会社勤務（一般社員）,とてもそう思う,とてもそう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,20代,男性
39205719,790233,FA_Toyo25,39205719,1,SP,女性,47,４０代,千葉県,会社勤務（一般社員）,まったくそう思わない,まったくそう思わない,そう思わない,そう思わない,まったくそう思わない,そう思わない,まったくそう思わない,そう思わない,どちらともいえない,まったくそう思わない,そう思わない,どちらともいえない,まったくそう思わない,そう思わない,どちらともいえない,まったくそう思わない,どちらともいえない,そう思わない,そう思わない,どちらともいえない,そう思わない,40代,女性
39205720,790233,FA_Toyo25,39205720,1,SP,女性,63,６０代,静岡県,無職,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,そう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,60代以上,女性
39205742,790233,FA_Toyo25,39205742,1,SP,女性,21,２０代,愛知県,学生,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,20代,女性
39205744,790233,FA_Toyo25,39205744,1,SP,女性,30,３０代,東京都,パート・アルバイト,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,とてもそう思う,どちらともいえない,そう思う,そう思わない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,60代以上,女性
39205746,790233,FA_Toyo25,39205746,1,PC,女性,48,４０代,大阪府,専門職（医師等の医療関連の専門職）,とてもそう思う,とてもそう思う,とてもそう思う,どちらともいえない,どちらともいえない,そう思わない,そう思わない,とてもそう思う,とてもそう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,とてもそう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,40代,女性
39205748,790233,FA_Toyo25,39205748,1,PC,女性,28,２０代,山口県,無職,まったくそう思わない,まったくそう思わない,まったくそう思わない,そう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,そう思わない,まったくそう思わない,まったくそう思わない,とてもそう思う,とてもそう思う,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,20代,女性
39205753,790233,FA_Toyo25,39205753,1,SP,女性,27,２０代,岐阜県,専門職（医師等の医療関連の専門職）,どちらともいえない,そう思う,どちらともいえない,そう思わない,そう思わない,そう思わない,そう思わない,そう思う,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,20代,女性
39205766,790233,FA_Toyo25,39205766,1,SP,女性,56,５０代,埼玉県,会社勤務（一般社員）,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,どちらともいえない,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,50代,女性
39205776,790233,FA_Toyo25,39205776,1,SP,女性,71,７０歳以上,奈良県,無職,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,そう思う,そう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,とてもそう思う,そう思う,そう思う,そう思わない,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,60代以上,女性
